sku_id,category,brand,customer_segment,hour_of_day,day_of_week,is_weekend,is_festival,inventory_level,inventory_days_cover,competitor_price,click_through_rate,conversion_rate,units_sold_last_5m,units_sold_last_1h,base_cost,current_price,optimal_price
SKU-17091,grocery,brand_d,standard,19,1,0,0,56,24.15,690.71,0.1118,0.0213,5,15,542.46,730.34,739.92
SKU-17092,electronics,brand_d,standard,18,6,1,0,90,21.98,3244.37,0.1111,0.0161,6,21,2151.37,3489.74,3970.68
SKU-17093,electronics,brand_a,budget,1,3,0,0,174,20.86,2602.92,0.0531,0.0081,9,23,1906.23,2727.76,2849.14
SKU-17094,grocery,brand_d,loyal,10,0,0,0,41,18.15,1257.02,0.1234,0.076,6,25,917.09,1322.15,1457.19
SKU-17095,fashion,brand_d,standard,18,1,0,0,73,26.36,2602.91,0.1061,0.0656,2,17,1893.74,2665.55,3270.44
SKU-17096,fashion,brand_a,standard,18,6,1,0,99,12.52,1577.17,0.0302,0.0563,9,14,1111.44,1602.88,1914.37
SKU-17097,electronics,brand_b,budget,9,4,0,0,6,22.9,1307.45,0.0375,0.0735,0,11,874.59,1306.75,1692.89
SKU-17098,fashion,brand_a,standard,9,3,0,0,108,25.35,340.74,0.1233,0.0555,3,20,251.42,331.16,411.68
SKU-17099,grocery,brand_c,standard,6,3,0,0,63,18.67,1761.56,0.0665,0.0447,4,17,1524.86,1883.24,2155.45
SKU-17100,beauty,brand_d,standard,6,4,0,0,124,7.1,2072.5,0.096,0.0392,4,20,1440.23,1996.4,2333.48
SKU-17101,home,brand_a,premium,12,3,0,0,85,24.39,2873.34,0.1315,0.0759,0,27,1972.58,2779.19,3612.95
SKU-17102,fashion,brand_b,standard,11,4,0,0,174,25.31,1303.26,0.0904,0.0245,5,15,912.98,1254.96,1297.98
SKU-17103,fashion,brand_c,budget,6,2,0,0,175,19.71,1473.87,0.0111,0.0383,4,22,1140.07,1429.08,1619.28
SKU-17104,home,brand_a,premium,1,0,0,0,58,27.66,1395.84,0.1314,0.0513,5,24,1013.19,1344.91,1748.38
SKU-17105,fashion,brand_b,standard,20,3,0,0,110,10.22,1823.16,0.0843,0.0197,5,24,1375.14,1784.74,2148.01
SKU-17106,electronics,brand_a,budget,19,4,0,0,118,11.07,1819.88,0.0711,0.0125,5,14,1270.84,1885.73,2053.53
SKU-17107,beauty,brand_a,standard,1,3,0,1,166,27.23,1669.35,0.0275,0.0761,2,33,1091.99,1764.05,2154.57
SKU-17108,grocery,brand_c,premium,14,6,1,0,13,26.09,1170.04,0.1436,0.0123,2,20,895.68,1128.84,1467.49
SKU-17109,grocery,brand_c,loyal,16,1,0,0,5,13.06,1036.41,0.1285,0.0479,5,12,873.28,1105.72,1432.05
SKU-17110,grocery,brand_a,premium,13,5,1,1,119,3.17,888.76,0.0114,0.0315,7,33,651.78,897.68,1166.98
SKU-17111,home,brand_a,loyal,19,0,0,0,75,2.33,1160.44,0.0466,0.0734,5,14,869.36,1167.01,1503.51
SKU-17112,beauty,brand_a,standard,15,2,0,0,14,5.59,2226.76,0.0934,0.026,6,16,1561.23,2269.56,2786.89
SKU-17113,grocery,brand_d,standard,5,4,0,0,177,4.08,1572.34,0.1226,0.061,1,16,1309.6,1594.73,1710.93
SKU-17114,electronics,brand_c,premium,8,3,0,0,78,19.39,600.79,0.0283,0.0684,3,18,354.27,612.15,795.8
SKU-17115,fashion,brand_c,standard,18,1,0,0,101,2.65,3105.37,0.1306,0.0178,5,13,2157.07,3017.98,3310.12
SKU-17116,electronics,brand_a,premium,23,3,0,0,94,22.55,2990.76,0.02,0.0367,6,22,1542.04,3132.65,3350.84
SKU-17117,grocery,brand_a,standard,10,3,0,0,33,3.42,1397.18,0.1068,0.0087,3,15,1269.19,1404.43,1638.86
SKU-17118,grocery,brand_d,budget,9,0,0,0,58,9.65,316.45,0.1189,0.0396,3,20,305.27,317.7,399.07
SKU-17119,grocery,brand_d,standard,23,0,0,0,89,10.21,2495.39,0.1269,0.032,2,23,1987.89,2467.65,2791.96
SKU-17120,fashion,brand_c,budget,5,1,0,0,80,8.41,1967.14,0.1386,0.0596,3,14,1594.74,2008.24,2456.1
SKU-17121,grocery,brand_a,budget,9,1,0,0,39,19.29,2025.75,0.0867,0.0158,4,19,1787.57,2012.89,2245.24
SKU-17122,electronics,brand_a,standard,19,3,0,0,33,16.64,901.61,0.0554,0.0492,2,15,612.44,869.47,1130.31
SKU-17123,electronics,brand_d,budget,7,0,0,0,92,13.41,683.47,0.0315,0.012,5,15,439.58,656.73,719.44
SKU-17124,home,brand_c,budget,15,2,0,0,155,6.14,2138.81,0.1363,0.0279,7,13,1800.34,2146.88,2278.83
SKU-17125,beauty,brand_b,budget,21,2,0,0,80,11.83,879.57,0.09,0.0136,0,27,667.6,909.53,1071.74
SKU-17126,grocery,brand_a,standard,23,4,0,0,60,20.8,730.11,0.039,0.0352,5,13,646.78,761.88,899.04
SKU-17127,fashion,brand_c,premium,15,5,1,0,160,16.57,2155.15,0.0508,0.0276,4,22,1320.95,2086.23,2286.11
SKU-17128,fashion,brand_d,standard,2,5,1,0,177,2.38,2084.15,0.1319,0.0789,9,29,1430.53,2075.5,2435.35
SKU-17129,fashion,brand_d,standard,18,4,0,0,99,27.38,2014.25,0.1418,0.0371,2,18,1391.18,2042.37,2200.94
SKU-17130,electronics,brand_c,premium,21,3,0,0,175,3.21,3680.68,0.1463,0.0636,3,20,1903.35,3669.12,4089.07
SKU-17131,grocery,brand_a,premium,9,1,0,0,92,1.19,2435.33,0.0395,0.0276,6,26,1842.09,2396.87,2956.39
SKU-17132,fashion,brand_d,loyal,18,4,0,0,35,5.99,3100.02,0.0619,0.0082,4,17,2196.27,3036.0,3701.81
SKU-17133,electronics,brand_c,standard,11,0,0,0,59,26.25,2067.39,0.1459,0.0118,4,22,1430.8,2211.94,2396.16
SKU-17134,fashion,brand_d,standard,23,2,0,0,79,12.18,1531.47,0.123,0.0643,3,16,1153.37,1538.96,1928.25
SKU-17135,beauty,brand_a,loyal,23,0,0,0,60,18.47,951.02,0.041,0.0317,2,18,638.98,958.94,1238.42
SKU-17136,grocery,brand_d,standard,14,1,0,0,22,7.43,1587.83,0.0122,0.0733,6,21,1368.02,1676.0,1996.86
SKU-17137,electronics,brand_c,standard,12,5,1,0,165,13.26,1707.86,0.091,0.0637,4,23,1070.77,1779.36,1915.58
SKU-17138,electronics,brand_d,premium,17,0,0,0,113,17.63,387.94,0.0187,0.0592,7,20,202.46,398.88,450.47
SKU-17139,grocery,brand_a,budget,17,1,0,0,76,26.62,384.47,0.0832,0.0779,3,14,371.83,386.35,502.26
SKU-17140,home,brand_d,premium,4,0,0,0,85,11.45,1502.55,0.1257,0.029,3,17,975.86,1558.36,1640.52
SKU-17141,fashion,brand_a,premium,23,6,1,0,160,11.24,2572.32,0.116,0.0249,3,21,1715.78,2773.71,3109.09
SKU-17142,electronics,brand_a,standard,15,6,1,0,70,3.69,1640.29,0.136,0.0774,6,17,1099.14,1766.43,2161.49
SKU-17143,grocery,brand_a,budget,17,3,0,0,78,22.45,433.64,0.0349,0.0437,1,17,395.78,456.85,528.8
SKU-17144,beauty,brand_a,standard,3,1,0,0,59,26.67,2996.08,0.0807,0.0753,2,15,1931.39,3011.16,3607.84
SKU-17145,electronics,brand_c,premium,17,6,1,0,127,1.09,3482.48,0.0426,0.0178,5,25,1903.12,3395.55,3646.7
SKU-17146,electronics,brand_d,standard,5,0,0,0,77,23.55,2795.86,0.1459,0.075,7,18,1743.1,2788.69,3393.34
SKU-17147,electronics,brand_d,loyal,2,1,0,0,165,5.98,3034.33,0.094,0.0798,3,17,1682.95,3138.64,3299.65
SKU-17148,fashion,brand_a,budget,19,3,0,0,79,26.37,2476.31,0.0849,0.0385,4,17,2039.05,2580.16,3171.23
SKU-17149,electronics,brand_d,premium,5,6,1,1,159,16.09,2664.73,0.1051,0.054,3,27,1406.37,2559.42,3167.56
SKU-17150,electronics,brand_a,budget,6,1,0,1,177,24.13,1342.51,0.0767,0.0542,9,23,958.98,1414.81,1770.11
SKU-17151,electronics,brand_c,standard,18,6,1,0,114,17.24,3237.96,0.0667,0.0447,7,12,2023.08,3446.38,3968.1
SKU-17152,fashion,brand_a,loyal,9,1,0,0,24,19.75,1111.12,0.1025,0.0691,4,17,807.51,1076.15,1399.0
SKU-17153,home,brand_d,standard,23,1,0,1,103,25.37,1163.63,0.0519,0.0234,7,40,962.34,1223.49,1590.54
SKU-17154,fashion,brand_b,standard,12,6,1,1,127,8.15,2164.96,0.1311,0.0542,6,30,1670.75,2152.73,2798.55
SKU-17155,grocery,brand_d,loyal,10,6,1,0,7,14.97,1841.14,0.029,0.0303,6,27,1550.36,1965.85,2555.6
SKU-17156,fashion,brand_c,standard,16,0,0,0,17,25.01,480.47,0.0487,0.0534,3,19,343.57,466.09,598.73
SKU-17157,grocery,brand_c,standard,18,2,0,0,158,21.45,983.11,0.1001,0.037,2,23,848.66,958.44,1162.06
SKU-17158,grocery,brand_b,standard,13,2,0,0,152,3.41,1986.54,0.1192,0.0458,6,16,1763.17,1979.83,2266.48
SKU-17159,grocery,brand_a,standard,0,1,0,0,29,7.11,1583.34,0.0184,0.0117,0,18,1262.75,1564.93,1633.23
SKU-17160,electronics,brand_c,premium,4,6,1,0,14,18.14,1053.34,0.0141,0.0352,5,31,622.07,1085.93,1411.71
SKU-17161,fashion,brand_c,standard,2,2,0,0,65,5.87,2274.35,0.0328,0.0363,4,20,1585.61,2426.83,2449.7
SKU-17162,home,brand_a,budget,13,5,1,0,16,8.39,299.26,0.0445,0.0545,5,17,253.47,317.25,411.93
SKU-17163,electronics,brand_a,budget,1,0,0,1,132,8.5,2047.82,0.0345,0.0153,3,23,1372.26,2109.34,2315.52
SKU-17164,electronics,brand_b,budget,20,2,0,0,140,6.73,1550.74,0.0949,0.0217,4,29,1003.23,1583.43,1654.47
SKU-17165,electronics,brand_d,loyal,2,4,0,0,93,19.74,2978.87,0.1149,0.0688,3,15,1738.69,3132.45,3503.56
SKU-17166,home,brand_b,loyal,14,1,0,1,7,8.77,2619.01,0.1403,0.0118,7,26,1987.68,2528.43,3286.96
SKU-17167,grocery,brand_b,standard,1,4,0,0,9,24.01,1240.27,0.1132,0.0391,7,24,1075.83,1322.67,1701.12
SKU-17168,fashion,brand_d,premium,20,3,0,0,24,27.92,341.92,0.1093,0.0769,4,16,202.25,356.82,401.55
SKU-17169,grocery,brand_b,budget,0,2,0,0,24,11.35,1077.37,0.0945,0.061,6,25,969.58,1086.16,1316.12
SKU-17170,beauty,brand_b,loyal,16,2,0,0,56,24.96,1777.48,0.0504,0.0241,4,15,1142.17,1841.23,2038.66
SKU-17171,electronics,brand_d,standard,16,2,0,1,134,14.51,1188.98,0.0931,0.0595,11,25,754.51,1281.61,1491.72
SKU-17172,fashion,brand_c,budget,12,1,0,0,66,18.79,2665.29,0.0458,0.0085,3,21,1947.3,2862.38,2689.89
SKU-17173,electronics,brand_a,standard,10,0,0,0,95,26.54,1810.8,0.1068,0.0614,2,21,1135.98,1847.05,2132.73
SKU-17174,grocery,brand_a,standard,22,3,0,1,9,16.74,854.65,0.0909,0.041,5,26,781.57,831.84,1081.39
SKU-17175,beauty,brand_d,standard,13,4,0,0,108,27.67,1350.43,0.0793,0.0125,4,19,953.03,1427.86,1552.22
SKU-17176,beauty,brand_d,budget,3,6,1,0,46,7.36,566.86,0.0903,0.0095,3,25,410.58,566.44,671.8
SKU-17177,beauty,brand_d,standard,8,1,0,0,21,27.47,1437.76,0.0555,0.0287,5,22,986.75,1496.41,1646.47
SKU-17178,fashion,brand_b,premium,13,3,0,0,40,5.7,561.03,0.1034,0.0692,3,21,357.65,570.66,705.5
SKU-17179,grocery,brand_c,premium,9,3,0,0,31,25.67,1288.69,0.127,0.0091,2,23,965.41,1283.57,1410.01
SKU-17180,grocery,brand_a,budget,8,4,0,0,29,19.79,1643.22,0.1157,0.0111,6,23,1544.21,1588.54,1877.26
SKU-17181,beauty,brand_c,budget,3,3,0,0,63,25.94,578.37,0.1264,0.0369,4,20,390.61,573.01,627.29
SKU-17182,home,brand_c,premium,5,3,0,0,141,21.41,1420.59,0.0298,0.0513,5,15,1046.64,1505.11,1644.49
SKU-17183,electronics,brand_a,standard,15,5,1,0,15,9.16,2772.33,0.0336,0.0673,7,12,1704.42,2688.96,3495.65
SKU-17184,electronics,brand_d,standard,20,0,0,0,169,5.4,689.32,0.1146,0.0484,5,21,452.13,705.63,823.12
SKU-17185,electronics,brand_b,standard,3,4,0,0,112,27.84,2858.16,0.0397,0.0376,4,18,1946.33,2906.24,3433.94
SKU-17186,home,brand_d,standard,5,1,0,0,80,20.85,2354.03,0.0118,0.0764,3,20,1891.99,2354.76,2970.35
SKU-17187,beauty,brand_d,standard,21,6,1,0,7,24.15,2811.81,0.1434,0.0457,4,24,1863.18,2835.39,3686.01
SKU-17188,grocery,brand_b,premium,8,4,0,0,153,17.29,2568.62,0.1461,0.0432,5,15,2032.01,2702.71,2923.86
SKU-17189,electronics,brand_a,loyal,6,4,0,1,123,1.32,3145.6,0.1395,0.071,6,34,1857.79,3185.99,4113.88
SKU-17190,fashion,brand_a,standard,12,6,1,0,17,24.93,1737.66,0.0915,0.0537,4,24,1322.18,1731.36,2250.77
SKU-17191,electronics,brand_b,standard,6,2,0,0,42,19.86,745.38,0.0406,0.0623,7,16,470.22,717.68,905.14
SKU-17192,grocery,brand_b,loyal,21,0,0,1,17,24.59,2815.97,0.091,0.0647,6,32,2068.6,2857.91,3715.28
SKU-17193,beauty,brand_b,budget,4,6,1,1,100,9.11,358.02,0.1336,0.0257,7,31,275.02,369.21,479.97
SKU-17194,home,brand_d,loyal,14,6,1,0,95,12.85,1123.5,0.0663,0.0192,5,13,888.02,1102.49,1366.39
SKU-17195,home,brand_c,standard,2,3,0,0,56,24.29,2433.55,0.0234,0.0201,3,13,2077.35,2615.17,2774.77
SKU-17196,home,brand_a,premium,21,3,0,0,116,24.4,2857.5,0.1206,0.0296,9,31,1843.52,3080.79,3329.43
SKU-17197,fashion,brand_c,standard,6,1,0,0,35,22.27,1486.09,0.1365,0.0411,2,14,1137.97,1574.48,1799.34
SKU-17198,electronics,brand_a,standard,18,1,0,0,11,11.7,867.52,0.107,0.0316,7,23,566.64,893.28,1161.26
SKU-17199,fashion,brand_a,budget,23,3,0,0,149,22.4,1967.63,0.0589,0.0182,2,19,1630.37,2036.95,2296.54
SKU-17200,fashion,brand_c,budget,13,1,0,0,67,13.89,2613.67,0.034,0.0192,2,21,1992.03,2717.96,2865.68
SKU-17201,home,brand_a,standard,0,0,0,0,79,3.28,1203.18,0.0879,0.0116,9,21,902.29,1204.87,1275.84
SKU-17202,fashion,brand_b,standard,8,1,0,0,47,11.07,2249.02,0.1471,0.0708,3,25,1672.22,2241.14,2913.48
SKU-17203,beauty,brand_d,standard,11,2,0,0,124,19.26,270.23,0.0714,0.036,4,21,185.02,264.52,304.19
SKU-17204,home,brand_b,loyal,2,1,0,0,85,20.01,1425.3,0.0592,0.0305,2,14,1026.22,1381.49,1583.64
SKU-17205,home,brand_a,budget,8,0,0,0,72,14.91,1647.4,0.0307,0.0332,2,12,1377.55,1654.87,1799.34
SKU-17206,grocery,brand_d,premium,13,2,0,0,29,24.84,1136.21,0.0709,0.0262,6,17,814.47,1093.51,1251.78
SKU-17207,fashion,brand_b,standard,18,0,0,0,13,15.3,1280.39,0.0155,0.0441,7,16,903.08,1380.48,1689.57
SKU-17208,home,brand_c,standard,4,5,1,0,116,22.71,1552.26,0.0124,0.0124,8,18,1201.5,1591.68,1668.91
SKU-17209,electronics,brand_a,standard,14,1,0,1,167,25.77,2701.42,0.1185,0.0675,5,30,1859.51,2704.03,3515.24
SKU-17210,beauty,brand_a,premium,16,0,0,0,68,6.02,3203.05,0.1032,0.0171,8,14,1914.46,3341.34,3617.75
SKU-17211,home,brand_d,budget,0,4,0,0,103,4.99,852.67,0.0786,0.0651,6,20,777.71,901.84,1146.72
SKU-17212,electronics,brand_d,budget,10,2,0,0,133,24.2,1862.59,0.0664,0.0595,6,15,1312.77,1821.12,2200.13
SKU-17213,electronics,brand_a,budget,1,3,0,0,17,13.57,3091.95,0.1204,0.0152,2,20,2158.3,3109.97,3976.12
SKU-17214,beauty,brand_d,loyal,19,4,0,0,80,3.83,2835.38,0.0102,0.0643,5,13,1728.79,2800.91,3414.36
SKU-17215,beauty,brand_b,standard,15,3,0,0,166,1.28,491.83,0.0157,0.039,1,23,316.34,489.07,512.31
SKU-17216,beauty,brand_d,standard,13,0,0,0,93,18.8,618.1,0.1204,0.0544,5,18,430.95,626.07,772.79
SKU-17217,fashion,brand_c,standard,16,3,0,0,143,20.39,2118.35,0.0729,0.0124,6,20,1521.31,2274.25,2145.16
SKU-17218,home,brand_d,standard,22,3,0,0,26,1.81,263.98,0.1155,0.0784,6,19,197.37,278.47,330.23
SKU-17219,home,brand_a,standard,15,1,0,0,127,24.96,1463.81,0.1206,0.0671,7,8,1224.24,1560.19,1699.68
SKU-17220,electronics,brand_a,budget,6,5,1,0,87,21.35,2004.06,0.0917,0.0356,8,13,1436.27,2076.04,2409.37
SKU-17221,home,brand_d,standard,15,4,0,0,115,19.65,639.84,0.0934,0.0321,6,20,508.15,626.15,716.05
SKU-17222,home,brand_a,budget,19,4,0,0,40,23.8,2651.41,0.0563,0.0363,2,17,2194.12,2675.87,3087.04
SKU-17223,grocery,brand_d,standard,20,3,0,0,85,26.65,2361.92,0.0631,0.0305,3,14,2050.72,2329.4,2780.07
SKU-17224,fashion,brand_a,standard,12,4,0,0,97,27.05,1586.05,0.0567,0.056,6,20,1180.56,1574.85,1936.66
SKU-17225,fashion,brand_c,premium,9,0,0,0,166,22.27,2689.24,0.142,0.0452,6,19,1855.17,2830.63,3243.16
SKU-17226,grocery,brand_b,budget,10,0,0,0,112,6.71,1567.91,0.0151,0.0519,5,15,1511.27,1658.68,2038.25
SKU-17227,grocery,brand_b,budget,7,3,0,0,75,26.03,908.03,0.0797,0.061,5,21,856.23,959.59,1181.38
SKU-17228,fashion,brand_c,budget,5,5,1,0,37,11.18,775.73,0.0447,0.0753,2,26,588.67,759.07,973.52
SKU-17229,grocery,brand_a,premium,19,0,0,0,133,13.2,384.79,0.1458,0.0091,1,19,290.07,381.98,417.22
SKU-17230,electronics,brand_b,budget,22,4,0,0,73,2.72,2290.69,0.1467,0.0283,3,21,1504.25,2407.13,2649.2
SKU-17231,grocery,brand_c,premium,8,4,0,0,156,19.97,2080.97,0.0372,0.0342,5,11,1439.93,2008.34,2019.12
SKU-17232,electronics,brand_b,standard,14,6,1,0,160,3.87,2885.28,0.1055,0.0339,5,22,1863.26,2786.4,3148.94
SKU-17233,fashion,brand_a,standard,23,1,0,0,109,26.24,1623.59,0.1154,0.0496,2,9,1179.32,1622.04,1901.92
SKU-17234,grocery,brand_a,standard,8,5,1,0,165,9.8,1321.72,0.1407,0.0256,2,22,1176.25,1365.26,1483.19
SKU-17235,electronics,brand_c,standard,17,0,0,0,87,14.67,2560.71,0.0768,0.0763,3,19,1742.12,2567.77,3338.1
SKU-17236,grocery,brand_a,standard,19,5,1,0,13,22.55,740.66,0.0162,0.0417,1,28,613.9,751.72,977.24
SKU-17237,home,brand_a,standard,16,1,0,0,29,12.21,2418.46,0.0928,0.0251,1,29,2026.31,2357.84,3011.78
SKU-17238,electronics,brand_a,loyal,12,3,0,0,52,1.28,890.78,0.0384,0.0458,7,20,566.67,856.64,1113.63
SKU-17239,grocery,brand_c,premium,21,3,0,0,122,8.09,2766.7,0.0717,0.0407,1,9,1891.61,2771.97,2856.69
SKU-17240,home,brand_a,loyal,8,6,1,0,63,12.3,2348.45,0.1099,0.0692,7,32,1700.96,2324.29,3021.58
SKU-17241,grocery,brand_b,loyal,18,4,0,0,64,22.15,562.01,0.1398,0.0716,5,13,452.42,579.44,752.71
SKU-17242,grocery,brand_a,standard,5,3,0,1,86,18.53,1777.15,0.1113,0.0638,5,28,1631.94,1738.28,2259.76
SKU-17243,electronics,brand_c,premium,1,2,0,0,178,19.21,518.01,0.0567,0.0346,1,15,296.82,545.34,568.11
SKU-17244,fashion,brand_a,standard,19,6,1,0,138,1.55,1759.6,0.128,0.0373,4,22,1404.89,1769.47,2228.4
SKU-17245,fashion,brand_a,standard,10,2,0,0,169,26.77,1473.39,0.0753,0.0181,0,16,1071.06,1551.82,1497.4
SKU-17246,home,brand_b,premium,16,5,1,0,152,3.34,2829.86,0.016,0.0472,3,22,1830.7,2972.27,3008.36
SKU-17247,electronics,brand_b,standard,9,3,0,1,52,13.42,3283.7,0.0722,0.0584,6,43,1999.55,3504.68,4338.02
SKU-17248,fashion,brand_a,standard,11,1,0,0,69,4.08,1247.28,0.074,0.0462,9,17,907.61,1309.92,1437.04
SKU-17249,grocery,brand_b,budget,10,6,1,0,104,7.21,2186.19,0.036,0.0527,5,22,2081.04,2251.85,2927.4
SKU-17250,electronics,brand_c,loyal,13,0,0,0,34,8.0,3359.05,0.1081,0.034,3,11,1888.12,3488.7,3595.85
SKU-17251,beauty,brand_b,budget,6,5,1,0,41,1.1,2465.16,0.0435,0.0328,2,28,1752.62,2431.37,3033.43
SKU-17252,home,brand_b,budget,4,5,1,1,175,18.43,460.31,0.0498,0.0586,6,28,393.25,487.66,593.34
SKU-17253,electronics,brand_d,budget,5,6,1,0,121,15.6,1486.68,0.1125,0.0591,4,22,1084.69,1483.35,1908.86
SKU-17254,electronics,brand_b,standard,14,6,1,0,124,14.42,2915.04,0.0705,0.0717,4,25,1799.05,2856.43,3442.25
SKU-17255,electronics,brand_b,standard,13,5,1,0,174,13.08,1712.02,0.0119,0.0081,6,28,1027.52,1692.77,1688.88
SKU-17256,home,brand_c,loyal,23,0,0,1,109,23.87,2598.8,0.0619,0.0643,2,18,1903.2,2572.0,3343.6
SKU-17257,electronics,brand_a,standard,17,3,0,1,17,9.25,2972.05,0.1431,0.0715,6,23,2004.97,3028.72,3937.34
SKU-17258,grocery,brand_d,premium,6,5,1,1,119,5.86,1880.16,0.06,0.0608,6,27,1404.38,2019.69,2614.45
SKU-17259,grocery,brand_c,budget,4,4,0,0,55,23.61,247.74,0.0852,0.0709,4,18,225.39,245.71,317.65
SKU-17260,electronics,brand_c,standard,4,3,0,0,37,23.57,1740.56,0.0487,0.0505,4,14,1103.79,1864.5,2039.66
SKU-17261,grocery,brand_b,standard,6,3,0,0,111,21.37,833.31,0.0404,0.0655,6,19,672.5,848.01,967.23
SKU-17262,grocery,brand_c,budget,18,1,0,1,176,4.31,1277.23,0.0231,0.0398,6,21,1229.54,1241.62,1614.11
SKU-17263,electronics,brand_d,standard,15,6,1,0,20,2.61,1818.45,0.0271,0.0734,4,22,1178.84,1880.33,2398.6
SKU-17264,grocery,brand_c,premium,6,1,0,0,107,16.01,2548.55,0.0492,0.0249,6,12,1767.24,2743.4,2593.08
SKU-17265,fashion,brand_a,premium,16,5,1,0,113,6.31,400.63,0.105,0.0215,4,17,248.54,421.72,450.03
SKU-17266,beauty,brand_c,loyal,5,0,0,0,104,19.37,287.08,0.0965,0.0765,2,15,173.91,301.46,342.75
SKU-17267,electronics,brand_d,standard,2,3,0,0,147,22.9,2555.34,0.0199,0.0596,2,18,1712.52,2551.8,3047.74
SKU-17268,grocery,brand_c,budget,9,6,1,0,68,5.01,2214.39,0.1087,0.0396,3,22,2011.47,2313.09,2787.72
SKU-17269,grocery,brand_c,loyal,1,4,0,0,88,13.21,799.6,0.0302,0.0411,7,24,613.38,793.34,921.36
SKU-17270,grocery,brand_b,loyal,19,5,1,0,139,16.45,1166.43,0.102,0.0151,3,21,855.43,1167.08,1209.91
SKU-17271,grocery,brand_a,standard,11,6,1,0,30,12.89,2172.73,0.0273,0.0401,10,25,1721.37,2276.14,2447.73
SKU-17272,electronics,brand_c,budget,14,4,0,0,7,26.19,1702.8,0.1018,0.0553,3,14,1192.09,1810.6,2256.7
SKU-17273,beauty,brand_b,standard,20,1,0,1,66,26.4,1907.06,0.054,0.0335,6,28,1399.46,2000.27,2600.35
SKU-17274,fashion,brand_a,premium,17,4,0,0,129,23.72,314.33,0.0138,0.0644,7,15,208.23,308.14,371.02
SKU-17275,electronics,brand_b,budget,5,6,1,0,33,2.78,2811.91,0.1246,0.0677,6,23,1941.98,3031.13,3694.71
SKU-17276,electronics,brand_a,standard,9,4,0,0,149,26.66,709.19,0.1409,0.0614,2,18,475.87,730.89,809.25
SKU-17277,grocery,brand_c,standard,23,2,0,0,159,21.62,2089.13,0.0303,0.0166,5,16,1660.1,2040.63,2081.55
SKU-17278,beauty,brand_c,premium,11,1,0,0,32,19.53,449.27,0.0566,0.0618,3,21,283.34,446.76,580.79
SKU-17279,electronics,brand_b,standard,23,2,0,0,103,11.8,3444.79,0.1448,0.0541,4,17,2190.35,3617.43,4193.71
SKU-17280,grocery,brand_c,standard,13,5,1,0,175,27.86,2505.94,0.0135,0.0566,3,21,2001.33,2603.41,2802.06
SKU-17281,grocery,brand_c,premium,14,1,0,0,132,3.58,2706.12,0.0813,0.024,4,14,1979.94,2902.21,2744.54
SKU-17282,fashion,brand_b,premium,14,1,0,0,106,25.73,325.2,0.1379,0.0499,7,18,206.3,349.79,378.31
SKU-17283,home,brand_c,standard,23,2,0,0,102,26.27,865.07,0.0473,0.0157,2,15,671.33,834.6,927.7
SKU-17284,beauty,brand_a,budget,14,1,0,0,111,16.75,3125.33,0.1491,0.014,1,21,2175.71,3239.86,3478.44
SKU-17285,beauty,brand_c,budget,9,3,0,0,175,19.51,2181.12,0.0317,0.0386,6,29,1438.4,2143.99,2296.27
SKU-17286,home,brand_a,budget,10,4,0,0,163,7.84,481.89,0.0258,0.0484,2,15,437.47,498.36,576.84
SKU-17287,home,brand_c,budget,12,1,0,0,173,3.25,1531.15,0.0958,0.0146,2,15,1291.39,1611.05,1507.1
SKU-17288,electronics,brand_a,standard,5,5,1,0,99,9.2,3087.95,0.0676,0.0523,5,22,2054.21,3121.61,3901.59
SKU-17289,home,brand_d,budget,16,1,0,0,89,23.35,2368.69,0.1143,0.0282,4,18,2050.27,2312.06,2672.35
SKU-17290,fashion,brand_a,premium,8,5,1,0,124,10.05,953.76,0.1187,0.0181,4,21,584.97,952.69,989.92
SKU-17291,fashion,brand_b,budget,1,2,0,0,21,20.65,1309.44,0.0363,0.0224,4,28,999.48,1295.78,1508.71
SKU-17292,fashion,brand_c,loyal,9,4,0,0,109,1.22,1151.56,0.0298,0.0628,3,13,767.57,1147.45,1362.52
SKU-17293,beauty,brand_b,budget,18,0,0,0,133,24.56,345.2,0.14,0.036,1,19,259.21,366.59,400.93
SKU-17294,fashion,brand_a,standard,18,1,0,0,163,22.19,2864.53,0.1312,0.053,3,14,2079.75,2899.84,3170.96
SKU-17295,fashion,brand_a,premium,22,4,0,1,124,16.57,2252.09,0.0604,0.0473,10,30,1548.21,2318.29,3013.78
SKU-17296,electronics,brand_d,loyal,22,0,0,1,71,15.63,2669.27,0.0812,0.0124,9,25,1639.89,2704.85,3436.88
SKU-17297,grocery,brand_a,budget,13,1,0,0,92,23.66,430.98,0.1484,0.0458,2,15,399.22,449.92,506.17
SKU-17298,electronics,brand_c,premium,13,5,1,1,29,3.77,1424.88,0.0839,0.0724,9,34,778.76,1416.73,1841.75
SKU-17299,fashion,brand_b,premium,5,6,1,0,34,11.55,2105.49,0.1478,0.0134,6,20,1269.18,2234.4,2257.24
SKU-17300,electronics,brand_a,standard,22,5,1,0,108,26.62,1374.17,0.0883,0.037,12,22,949.16,1384.57,1799.94
SKU-17301,beauty,brand_b,standard,3,2,0,0,150,9.96,3104.08,0.068,0.0584,5,26,2080.74,3171.54,3430.18
